"","forcedchoice","fox","msnbc","entertainment","med_pref","med_choice","actions_discuss","fair_4","friendly_4","good_4","quarrel_4","balanced_4","oneside_4","american_4","accurate_4","party1","party4"
"2005",1,NA,NA,1,2,NA,4,4,4,4,4,4,4,4,4,1,NA
"2006",0,NA,NA,NA,1,1,1,4,4,2,5,1,4,4,1,1,NA
"2007",1,1,NA,NA,1,NA,2,4,4,4,4,4,2,4,4,1,NA
"2008",1,NA,1,NA,3,NA,4,3,4,4,4,4,3,4,3,4,3
"2009",0,NA,NA,NA,4,4,4,3,1,1,7,1,7,1,7,3,3
"2010",0,NA,NA,NA,4,4,3,4,3,3,4,4,4,4,3,1,NA
"2011",0,NA,NA,NA,1,2,4,4,5,4,3,6,3,3,3,1,NA
"2012",1,1,NA,NA,2,NA,3,3,4,4,4,3,4,3,3,1,NA
"2013",1,NA,NA,1,1,NA,4,4,4,4,4,4,3,4,4,4,3
"2014",1,NA,1,NA,3,NA,3,4,4,4,3,5,3,3,4,3,3
"2015",1,NA,1,NA,3,NA,7,5,5,5,3,5,3,5,5,2,NA
"2016",0,NA,NA,NA,2,2,3,3,3,4,3,3,4,2,3,1,NA
"2017",1,NA,1,NA,2,NA,7,5,3,4,4,3,3,4,3,3,2
"2018",0,NA,NA,NA,4,4,4,3,2,2,6,4,5,3,3,1,NA
"2019",1,NA,1,NA,3,NA,4,3,3,2,4,3,4,2,3,2,NA
"2020",1,1,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,1,NA
"2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022",0,NA,NA,NA,4,4,3,2,1,2,5,2,4,2,2,2,NA
"2023",0,NA,NA,NA,3,3,4,1,2,3,4,1,3,4,1,1,NA
"2024",1,NA,NA,1,4,NA,2,4,3,3,5,3,5,3,3,3,3
"2025",0,NA,NA,NA,4,4,4,3,3,4,5,3,4,4,3,1,NA
"2026",1,NA,1,NA,4,NA,4,3,5,4,4,5,4,3,3,1,NA
"2027",0,NA,NA,NA,1,1,4,4,4,4,4,4,4,4,4,2,NA
"2028",0,NA,NA,NA,2,2,2,2,4,1,3,3,5,1,3,3,2
"2029",0,NA,NA,NA,2,2,1,3,3,2,5,3,4,2,2,1,NA
"2030",1,NA,1,NA,1,NA,1,3,3,3,6,4,4,3,1,1,NA
"2031",0,NA,NA,NA,4,4,2,2,1,2,7,2,6,1,1,2,NA
"2032",0,NA,NA,NA,2,2,3,3,4,2,3,3,4,2,2,1,NA
"2033",0,NA,NA,NA,2,3,2,1,2,2,1,3,2,3,2,1,NA
"2034",1,NA,1,NA,4,NA,3,4,5,4,3,5,2,5,4,2,NA
"2035",1,NA,NA,1,1,NA,4,3,2,2,5,3,4,4,2,1,NA
"2036",1,NA,1,NA,4,NA,2,2,4,1,4,2,5,1,2,1,NA
"2037",0,NA,NA,NA,4,4,4,2,2,4,4,3,4,1,7,3,1
"2038",0,NA,NA,NA,3,3,1,2,1,1,6,2,6,5,2,1,NA
"2039",1,1,NA,NA,4,NA,4,4,6,3,2,5,3,2,2,3,2
"2040",1,1,NA,NA,4,NA,4,3,5,4,4,6,5,4,1,4,3
"2041",0,NA,NA,NA,4,4,3,4,4,4,5,4,4,2,2,1,NA
"2042",0,NA,NA,NA,1,1,3,2,4,3,5,3,5,3,3,2,NA
"2043",1,NA,1,NA,3,NA,3,3,3,3,4,3,5,3,3,2,NA
"2044",0,NA,NA,NA,4,4,3,3,3,3,5,3,3,3,3,1,NA
"2045",1,1,NA,NA,3,NA,4,4,7,4,1,5,1,4,3,1,NA
"2046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047",1,NA,1,NA,3,NA,3,4,3,3,3,5,3,3,4,3,3
"2048",0,NA,NA,NA,1,1,3,1,2,1,5,2,2,1,1,2,NA
"2049",0,NA,NA,NA,3,3,3,3,3,3,6,3,5,4,3,1,NA
"2050",1,NA,NA,1,1,NA,3,3,3,3,4,4,4,3,4,3,1
"2051",1,1,NA,NA,1,NA,2,4,3,3,4,4,4,2,4,1,NA
"2052",0,NA,NA,NA,4,1,3,3,4,3,4,5,3,2,3,1,NA
"2053",0,NA,NA,NA,2,2,1,1,4,1,3,2,6,4,1,1,NA
"2054",0,NA,NA,NA,2,2,3,3,3,2,5,3,4,2,2,3,2
"2055",0,NA,NA,NA,1,1,4,3,4,4,3,4,4,3,3,1,NA
"2056",1,NA,NA,1,1,NA,4,2,3,2,5,2,4,2,2,2,NA
"2057",1,NA,1,NA,4,NA,3,2,3,2,3,3,3,2,2,1,NA
"2058",0,NA,NA,NA,4,4,4,7,7,7,1,7,1,7,7,2,NA
"2059",1,NA,NA,1,1,NA,4,4,4,4,4,4,4,5,3,2,NA
"2060",0,NA,NA,NA,2,2,3,2,3,2,4,3,4,2,3,1,NA
"2061",1,1,NA,NA,4,NA,2,2,5,3,3,5,3,3,2,3,1
"2062",1,NA,NA,1,1,NA,3,4,2,2,5,2,4,3,4,3,3
"2063",0,NA,NA,NA,4,4,3,2,2,2,6,3,6,4,4,2,NA
"2064",0,NA,NA,NA,1,1,4,3,4,4,5,4,5,3,3,3,2
"2065",0,NA,NA,NA,4,4,3,3,4,5,4,5,3,3,3,4,3
"2066",1,1,NA,NA,2,NA,4,3,5,2,3,3,5,2,3,1,NA
"2067",1,1,NA,NA,1,NA,4,2,4,3,4,2,6,1,2,2,NA
"2068",0,NA,NA,NA,1,1,4,1,4,1,4,4,4,1,1,3,1
"2069",0,NA,NA,NA,2,2,3,3,3,3,4,3,4,3,1,1,NA
"2070",1,NA,1,NA,1,NA,3,4,5,4,3,6,2,4,4,2,NA
"2071",1,NA,1,NA,1,NA,4,5,4,5,4,5,2,4,4,2,NA
"2072",0,NA,NA,NA,3,3,3,4,4,3,6,3,4,4,3,3,3
"2073",0,NA,NA,NA,4,4,3,1,1,1,7,1,7,1,1,1,NA
"2074",1,NA,NA,1,4,NA,2,2,2,2,4,2,2,3,2,2,NA
"2075",0,NA,NA,NA,1,1,3,4,2,2,4,4,4,3,2,3,3
"2076",0,NA,NA,NA,3,1,4,3,2,5,5,2,6,3,5,1,NA
"2077",1,NA,1,NA,2,NA,1,3,5,7,4,1,3,4,1,1,NA
"2078",1,NA,NA,1,2,NA,7,4,4,4,3,3,5,1,2,3,2
"2079",0,NA,NA,NA,1,1,3,3,5,5,4,3,3,1,1,2,NA
"2080",0,NA,NA,NA,2,2,7,4,4,4,4,4,4,4,4,1,NA
"2081",1,NA,1,NA,4,NA,4,4,1,3,3,4,3,1,3,3,2
"2082",0,NA,NA,NA,3,3,4,2,2,2,6,3,5,3,2,1,NA
"2083",1,1,NA,NA,1,NA,4,4,4,4,4,4,4,1,4,3,3
"2084",1,NA,NA,1,2,NA,4,2,2,1,5,3,5,3,2,3,1
"2085",0,NA,NA,NA,1,1,4,3,4,3,3,3,3,3,3,2,NA
"2086",0,NA,NA,NA,4,4,4,3,3,3,5,2,4,3,3,3,3
"2087",0,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,3,1,NA
"2088",1,1,NA,NA,4,NA,2,5,5,3,5,3,4,3,3,2,NA
"2089",1,NA,NA,1,1,NA,4,3,3,4,7,4,5,4,4,2,NA
"2090",1,1,NA,NA,2,NA,4,5,4,6,3,5,3,3,2,1,NA
"2091",0,NA,NA,NA,3,3,4,4,4,4,4,4,3,4,4,3,2
"2092",0,NA,NA,NA,1,1,2,2,2,2,5,2,5,1,2,2,NA
"2093",1,NA,NA,1,4,NA,4,2,2,2,6,3,6,4,3,2,NA
"2094",0,NA,NA,NA,1,1,3,3,3,2,5,3,4,1,2,2,NA
"2095",0,NA,NA,NA,3,3,4,1,1,2,7,3,7,4,2,2,NA
"2096",0,NA,NA,NA,2,2,4,1,1,1,6,1,6,1,2,3,3
"2097",1,NA,NA,1,4,NA,4,4,3,4,6,4,4,3,2,1,NA
"2098",0,NA,NA,NA,2,1,1,5,4,3,3,5,3,1,4,3,1
"2099",0,NA,NA,NA,4,4,4,2,1,2,7,2,6,1,1,1,NA
"2100",1,1,NA,NA,4,NA,4,4,5,4,3,5,2,3,3,1,NA
"2101",0,NA,NA,NA,2,2,1,1,4,1,4,4,4,1,1,1,NA
"2102",0,NA,NA,NA,4,4,1,3,2,5,6,4,4,2,3,2,NA
"2103",0,NA,NA,NA,1,4,4,4,4,3,4,5,3,3,5,3,1
"2104",1,NA,NA,1,2,NA,4,3,3,2,4,2,4,4,3,1,NA
"2105",0,NA,NA,NA,3,3,2,1,1,2,7,2,3,6,1,2,NA
"2106",0,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,NA
"2107",1,NA,NA,1,1,NA,4,4,1,4,7,4,4,7,3,3,3
"2108",0,NA,NA,NA,4,4,2,2,1,2,6,2,4,1,2,4,1
"2109",0,NA,NA,NA,1,1,2,5,4,4,3,4,7,3,4,1,NA
"2110",0,NA,NA,NA,4,4,3,1,1,1,7,2,4,1,1,1,NA
"2111",0,NA,NA,NA,1,1,3,2,5,2,3,3,2,2,2,2,NA
"2112",0,NA,NA,NA,4,4,3,4,1,3,7,4,4,3,1,2,NA
"2113",0,NA,NA,NA,4,4,2,2,2,2,4,2,5,2,2,4,2
"2114",1,NA,NA,1,3,NA,3,4,3,3,5,3,4,3,4,1,NA
"2115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",0,NA,NA,NA,4,4,4,3,4,3,6,5,3,3,2,3,3
"2117",1,NA,1,NA,3,NA,3,1,4,2,5,3,3,1,3,1,NA
"2118",1,1,NA,NA,2,NA,4,4,4,6,4,5,4,3,4,3,3
"2119",0,NA,NA,NA,2,2,7,2,4,1,4,3,5,3,3,1,NA
"2120",0,NA,NA,NA,4,4,4,3,3,3,5,3,4,3,3,2,NA
"2121",1,1,NA,NA,2,NA,3,1,1,1,3,5,1,1,1,3,2
"2122",1,1,NA,NA,3,NA,2,3,3,4,4,3,5,3,4,1,NA
"2123",0,NA,NA,NA,4,4,4,4,1,4,7,1,7,1,1,4,3
"2124",0,NA,NA,NA,1,1,3,4,4,3,5,3,5,2,3,3,3
"2125",1,1,NA,NA,1,NA,2,2,3,3,1,3,5,1,1,3,1
"2126",1,NA,1,NA,4,NA,4,4,4,4,4,4,4,4,4,4,3
"2127",1,NA,1,NA,2,NA,3,4,4,4,3,4,4,4,3,1,NA
"2128",1,NA,NA,1,4,NA,2,2,1,2,6,2,5,2,2,3,3
"2129",1,1,NA,NA,4,NA,4,3,5,3,3,3,4,3,3,3,1
"2130",0,NA,NA,NA,3,3,1,3,6,3,5,3,5,1,4,2,NA
"2131",1,NA,1,NA,2,NA,3,1,4,1,4,1,6,3,1,1,NA
"2132",1,NA,1,NA,2,NA,3,3,4,3,4,3,5,4,3,3,2
"2133",1,1,NA,NA,4,NA,4,3,5,3,3,4,3,3,3,3,3
"2134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",1,NA,NA,1,2,NA,4,3,3,2,5,3,4,3,3,1,NA
"2136",1,1,NA,NA,1,NA,1,1,4,1,4,3,5,1,2,3,3
"2137",0,NA,NA,NA,1,3,3,3,3,4,4,3,4,4,3,3,3
"2138",1,1,NA,NA,4,NA,4,2,4,3,4,3,3,3,3,3,2
"2139",0,NA,NA,NA,1,1,4,4,5,4,3,5,3,3,3,3,2
"2140",1,NA,NA,1,4,NA,1,2,2,3,5,1,5,3,1,4,3
"2141",1,1,NA,NA,3,NA,3,3,4,4,4,4,4,3,4,3,3
"2142",0,NA,NA,NA,2,2,2,2,3,1,6,2,6,1,2,1,NA
"2143",1,NA,NA,1,4,NA,7,4,4,4,4,4,4,4,4,3,2
"2144",0,NA,NA,NA,4,4,4,4,4,4,4,2,5,4,1,1,NA
"2145",1,1,NA,NA,1,NA,4,7,4,7,7,7,4,4,4,3,3
"2146",0,NA,NA,NA,4,4,2,2,2,3,6,3,5,2,2,1,NA
"2147",1,1,NA,NA,2,NA,3,5,5,5,3,5,3,5,4,1,NA
"2148",1,1,NA,NA,4,NA,2,6,5,4,2,3,2,6,1,1,NA
"2149",1,1,NA,NA,4,NA,2,1,1,1,3,1,4,2,1,2,NA
"2150",1,NA,NA,1,2,NA,4,4,3,4,5,4,4,4,4,1,NA
"2151",0,NA,NA,NA,4,4,3,2,2,3,4,4,4,2,2,2,NA
"2152",0,NA,NA,NA,3,3,4,1,1,1,7,1,4,4,1,1,NA
"2153",1,1,NA,NA,3,NA,3,6,2,3,5,2,5,4,3,3,1
"2154",1,NA,1,NA,1,NA,3,4,4,4,3,5,2,4,5,3,3
"2155",0,NA,NA,NA,1,1,1,1,2,1,6,1,5,1,1,3,1
"2156",0,NA,NA,NA,1,4,3,6,5,5,3,4,3,4,4,2,NA
"2157",0,NA,NA,NA,4,4,4,3,4,5,6,3,5,3,3,2,NA
"2158",1,1,NA,NA,2,NA,3,6,7,5,1,6,1,4,4,1,NA
"2159",1,NA,NA,1,1,NA,4,1,1,7,3,3,5,1,1,2,NA
"2160",1,1,NA,NA,3,NA,3,4,4,4,4,4,4,4,4,2,NA
"2161",1,1,NA,NA,2,NA,4,3,4,3,4,4,5,3,3,2,NA
"2162",0,NA,NA,NA,1,1,3,6,6,6,2,5,1,2,5,1,NA
"2163",0,NA,NA,NA,3,3,4,3,3,3,6,3,5,5,3,2,NA
"2164",1,NA,NA,1,2,NA,3,3,3,3,4,4,4,3,4,1,NA
"2165",1,1,NA,NA,4,NA,4,4,5,5,3,5,3,4,4,3,3
"2166",1,NA,1,NA,4,NA,3,4,3,3,5,3,4,3,4,3,3
"2167",1,NA,NA,1,3,NA,2,3,2,2,6,3,4,5,3,3,1
"2168",0,NA,NA,NA,4,1,4,2,4,2,5,2,4,1,2,3,3
"2169",0,NA,NA,NA,3,3,3,2,1,2,6,2,5,5,2,1,NA
"2170",1,NA,1,NA,3,NA,1,2,3,2,4,3,5,2,2,1,NA
"2171",1,1,NA,NA,4,NA,1,3,4,7,3,4,4,1,3,3,1
"2172",0,NA,NA,NA,4,1,4,3,5,3,3,3,3,2,3,4,3
"2173",0,NA,NA,NA,4,4,2,3,3,3,5,3,4,3,4,3,3
"2174",0,NA,NA,NA,3,3,3,3,3,3,4,4,4,4,3,1,NA
"2175",1,NA,1,NA,2,NA,4,4,3,4,5,4,4,4,4,1,NA
"2176",1,1,NA,NA,2,NA,4,4,3,4,4,4,4,3,4,3,3
"2177",1,NA,NA,1,3,NA,3,3,4,3,6,3,4,3,4,3,1
"2178",0,NA,NA,NA,4,4,4,2,3,2,6,2,6,2,2,3,3
"2179",1,NA,NA,1,4,NA,2,3,3,2,6,3,5,3,2,1,NA
"2180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",0,NA,NA,NA,4,4,4,4,3,3,4,4,5,4,4,3,1
"2182",1,1,NA,NA,4,NA,3,1,5,1,4,2,3,1,1,2,NA
"2183",0,NA,NA,NA,3,3,4,3,3,3,4,3,4,4,3,3,2
"2184",0,NA,NA,NA,4,4,3,2,2,2,7,1,5,2,1,1,NA
"2185",1,NA,NA,1,2,NA,4,4,2,3,5,4,4,2,4,3,2
"2186",1,NA,1,NA,4,NA,4,4,5,4,4,4,4,4,4,3,3
"2187",1,NA,1,NA,2,NA,2,1,3,1,2,1,5,2,1,1,NA
"2188",0,NA,NA,NA,3,3,4,2,2,3,5,3,4,4,3,1,NA
"2189",1,NA,NA,1,2,NA,4,4,3,4,4,4,4,4,4,2,NA
"2190",1,1,NA,NA,4,NA,4,3,4,2,6,3,4,3,2,4,3
"2191",0,NA,NA,NA,3,3,4,4,3,4,4,5,4,5,4,2,NA
"2192",0,NA,NA,NA,3,3,4,1,1,1,6,1,7,6,1,1,NA
"2193",1,1,NA,NA,1,NA,2,1,1,1,4,3,5,1,1,2,NA
"2194",1,NA,NA,1,1,NA,3,1,1,1,7,1,7,1,1,1,NA
"2195",0,NA,NA,NA,4,4,4,3,1,1,4,3,4,3,2,1,NA
"2196",0,NA,NA,NA,1,1,4,4,4,4,3,4,2,3,4,3,3
"2197",1,NA,1,NA,4,NA,4,4,5,6,2,5,2,5,7,3,2
"2198",1,NA,1,NA,4,NA,3,6,7,6,3,6,1,4,4,2,NA
"2199",0,NA,NA,NA,4,4,4,4,3,3,7,4,5,3,4,3,3
"2200",0,NA,NA,NA,4,4,3,3,3,3,4,3,3,3,3,1,NA
"2201",1,NA,1,NA,3,NA,4,4,4,4,4,4,4,3,4,3,3
"2202",1,NA,NA,1,4,NA,4,3,3,4,5,3,5,2,3,1,NA
"2203",1,1,NA,NA,3,NA,4,7,5,5,3,5,1,5,5,1,NA
"2204",1,1,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,1,NA
"2205",1,NA,NA,1,4,NA,4,2,2,4,4,4,4,3,2,3,2
"2206",1,1,NA,NA,4,NA,3,3,5,3,2,5,1,3,3,3,1
"2207",0,NA,NA,NA,4,4,4,1,1,1,7,1,7,1,2,3,1
"2208",0,NA,NA,NA,4,4,4,4,3,3,7,4,3,3,5,1,NA
"2209",0,NA,NA,NA,2,2,2,3,4,3,2,2,3,2,3,1,NA
"2210",1,NA,1,NA,4,NA,2,1,1,1,1,2,1,1,2,2,NA
"2211",1,NA,1,NA,1,NA,4,3,5,2,3,3,4,1,3,1,NA
"2212",1,NA,1,NA,3,NA,4,4,4,4,4,4,3,4,4,3,2
"2213",0,NA,NA,NA,2,2,2,3,5,3,2,3,5,3,3,3,2
"2214",1,NA,NA,1,1,NA,3,3,3,3,6,3,5,3,4,2,NA
"2215",0,NA,NA,NA,3,3,4,4,1,3,5,5,5,3,5,1,NA
"2216",1,NA,1,NA,3,NA,1,1,1,1,5,1,4,1,1,3,3
"2217",1,NA,1,NA,3,NA,4,3,3,3,5,3,4,2,1,1,NA
"2218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219",0,NA,NA,NA,4,4,3,4,4,4,4,4,4,4,4,2,NA
"2220",1,1,NA,NA,1,NA,4,1,4,1,4,1,4,1,1,2,NA
"2221",1,1,NA,NA,3,NA,7,2,5,2,2,4,3,1,2,2,NA
"2222",0,NA,NA,NA,1,1,2,3,5,5,3,3,5,4,3,3,2
"2223",1,NA,1,NA,2,NA,2,1,1,1,7,1,1,1,7,1,NA
"2224",0,NA,NA,NA,4,4,3,3,2,2,4,3,5,2,4,1,NA
"2225",0,NA,NA,NA,1,1,3,3,4,3,4,3,4,3,4,1,NA
"2226",0,NA,NA,NA,4,4,4,3,4,4,4,4,4,4,3,3,3
"2227",0,NA,NA,NA,4,4,4,2,3,3,6,3,5,2,3,3,1
"2228",0,NA,NA,NA,2,2,3,1,3,1,4,4,5,1,1,3,2
"2229",0,NA,NA,NA,3,3,4,1,1,1,7,1,7,4,1,1,NA
"2230",1,1,NA,NA,4,NA,4,3,4,3,3,3,3,3,3,2,NA
"2231",0,NA,NA,NA,3,3,4,3,3,3,5,4,6,4,3,3,1
"2232",1,1,NA,NA,1,NA,3,4,5,4,3,5,4,1,3,3,1
"2233",0,NA,NA,NA,4,4,4,4,1,2,7,3,4,3,3,1,NA
"2234",0,NA,NA,NA,1,1,2,2,3,3,4,3,5,2,1,2,NA
"2235",1,1,NA,NA,1,NA,2,1,1,1,6,1,1,2,1,1,NA
"2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237",1,NA,1,NA,1,NA,4,6,6,5,2,6,3,5,7,2,NA
"2238",1,1,NA,NA,2,NA,4,7,7,6,1,7,1,4,6,1,NA
"2239",0,NA,NA,NA,3,2,4,6,3,3,5,4,3,3,4,3,3
"2240",0,NA,NA,NA,4,3,2,3,2,4,5,3,5,4,3,3,3
"2241",0,NA,NA,NA,3,3,4,4,4,4,4,4,4,4,4,4,2
"2242",0,NA,NA,NA,4,4,2,1,2,1,7,1,7,1,1,2,NA
"2243",1,NA,1,NA,1,NA,1,1,1,1,1,1,2,2,1,2,NA
"2244",1,NA,NA,1,3,NA,4,2,2,3,6,2,5,4,3,3,2
"2245",0,NA,NA,NA,3,3,4,4,4,4,4,4,4,4,4,1,NA
"2246",0,NA,NA,NA,2,3,4,3,3,5,6,3,5,5,3,1,NA
"2247",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,4,3
"2248",1,1,NA,NA,1,NA,3,2,4,3,3,4,5,2,2,2,NA
"2249",0,NA,NA,NA,4,1,2,1,1,1,4,6,1,2,1,4,3
"2250",0,NA,NA,NA,3,3,3,1,1,1,5,3,6,5,2,1,NA
"2251",0,NA,NA,NA,1,1,4,3,3,3,5,3,4,1,2,2,NA
"2252",0,NA,NA,NA,4,4,4,3,3,3,5,3,5,3,3,3,3
"2253",0,NA,NA,NA,4,3,4,2,1,4,6,2,6,6,2,1,NA
"2254",1,1,NA,NA,4,NA,2,1,5,3,3,4,4,2,2,2,NA
"2255",0,NA,NA,NA,4,4,7,3,4,4,4,4,4,4,3,2,NA
"2256",0,NA,NA,NA,1,1,4,3,3,3,4,5,3,3,3,2,NA
"2257",0,NA,NA,NA,4,4,3,3,3,3,4,3,5,3,3,2,NA
"2258",1,NA,1,NA,1,NA,3,3,3,3,4,4,5,3,3,2,NA
"2259",0,NA,NA,NA,3,4,4,4,4,5,4,4,4,4,2,2,NA
"2260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261",1,NA,1,NA,4,NA,4,3,4,4,3,4,3,4,4,2,NA
"2262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263",1,NA,NA,1,3,NA,4,2,4,4,4,4,4,4,4,3,3
"2264",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,3,2
"2265",1,NA,NA,1,4,NA,3,4,4,1,6,4,4,4,4,3,3
"2266",0,NA,NA,NA,1,1,4,4,5,3,4,5,3,3,4,1,NA
"2267",1,1,NA,NA,1,NA,1,4,1,2,4,3,5,4,3,3,3
"2268",1,1,NA,NA,3,NA,4,5,4,5,4,5,3,4,4,3,3
"2269",1,NA,1,NA,2,NA,3,1,1,1,7,1,7,1,1,1,NA
"2270",0,NA,NA,NA,4,4,4,2,1,2,7,1,5,2,2,4,3
"2271",1,NA,NA,1,4,NA,4,4,4,5,4,4,4,5,4,3,3
"2272",0,NA,NA,NA,1,1,2,3,3,2,5,2,5,3,2,2,NA
"2273",1,NA,NA,1,2,NA,4,4,3,3,4,4,4,4,4,1,NA
"2274",1,NA,NA,1,4,NA,4,5,4,4,5,4,4,4,3,3,3
"2275",1,1,NA,NA,4,NA,2,3,4,4,4,3,4,2,2,2,NA
"2276",0,NA,NA,NA,1,1,2,2,1,1,4,2,3,1,1,2,NA
"2277",0,NA,NA,NA,4,4,1,6,7,1,6,5,2,1,1,2,NA
"2278",0,NA,NA,NA,3,3,2,1,1,2,7,2,7,1,1,3,2
"2279",1,NA,1,NA,4,NA,3,2,2,3,5,3,4,3,2,1,NA
"2280",1,1,NA,NA,4,NA,3,6,7,4,2,7,1,6,7,3,2
"2281",1,NA,1,NA,1,NA,3,3,3,3,4,4,4,3,3,1,NA
"2282",0,NA,NA,NA,1,1,2,2,3,3,6,3,4,3,2,2,NA
"2283",1,NA,NA,1,1,NA,4,1,1,2,6,1,6,4,2,2,NA
"2284",0,NA,NA,NA,3,3,3,1,1,2,5,3,4,4,1,2,NA
"2285",1,NA,NA,1,4,NA,2,3,3,3,5,3,5,4,3,1,NA
"2286",1,1,NA,NA,4,NA,3,5,5,4,3,5,3,5,5,3,1
"2287",0,NA,NA,NA,3,3,3,1,1,2,6,1,7,1,2,2,NA
"2288",1,NA,NA,1,1,NA,4,3,2,3,6,4,5,5,3,1,NA
"2289",0,NA,NA,NA,3,3,4,3,3,5,5,5,3,3,4,1,NA
"2290",1,NA,1,NA,3,NA,2,1,1,1,3,2,7,1,1,1,NA
"2291",1,1,NA,NA,4,NA,2,5,4,3,3,5,3,3,5,3,3
"2292",0,NA,NA,NA,2,2,2,2,2,1,5,3,4,2,1,1,NA
"2293",0,NA,NA,NA,3,3,3,3,2,2,5,3,4,3,3,2,NA
"2294",1,NA,NA,1,2,NA,4,3,1,2,7,3,5,4,3,3,2
"2295",0,NA,NA,NA,1,1,2,1,3,1,5,3,5,1,1,3,1
"2296",0,NA,NA,NA,1,1,3,3,3,4,3,3,4,3,3,3,3
"2297",1,1,NA,NA,4,NA,3,3,3,3,5,3,4,2,3,3,2
"2298",1,NA,NA,1,4,NA,2,2,3,3,5,3,5,1,3,2,NA
"2299",0,NA,NA,NA,3,3,4,4,2,2,6,4,4,4,2,2,NA
"2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301",0,NA,NA,NA,3,3,2,7,2,1,7,1,7,4,6,1,NA
"2302",0,NA,NA,NA,4,4,4,3,3,3,5,3,5,3,2,2,NA
"2303",1,NA,NA,1,1,NA,4,4,1,4,6,4,4,4,4,1,NA
"2304",0,NA,NA,NA,3,3,4,3,3,3,5,4,5,5,3,1,NA
"2305",1,NA,1,NA,4,NA,4,4,6,3,5,5,3,4,5,3,3
"2306",1,NA,NA,1,2,NA,4,4,3,5,5,4,5,5,4,1,NA
"2307",1,NA,NA,1,1,NA,4,3,2,2,6,3,5,4,2,2,NA
"2308",0,NA,NA,NA,1,2,4,3,3,4,5,3,4,2,3,2,NA
"2309",0,NA,NA,NA,4,4,4,4,2,2,6,2,4,2,2,1,NA
"2310",1,1,NA,NA,4,NA,3,1,5,3,3,6,2,3,2,2,NA
"2311",1,NA,1,NA,4,NA,4,3,4,3,4,3,5,3,3,1,NA
"2312",1,NA,NA,1,4,NA,3,3,3,3,5,3,4,3,3,3,3
"2313",1,1,NA,NA,1,NA,2,4,4,3,4,3,5,2,4,1,NA
"2314",1,1,NA,NA,3,NA,3,4,5,4,3,5,3,5,4,1,NA
"2315",0,NA,NA,NA,1,1,4,1,1,1,5,1,5,1,1,2,NA
"2316",1,NA,NA,1,4,NA,3,4,4,4,4,4,4,4,4,3,3
"2317",0,NA,NA,NA,4,4,3,3,3,3,4,4,5,3,3,2,NA
"2318",0,NA,NA,NA,1,1,1,1,1,1,1,1,7,1,1,1,NA
"2319",1,NA,1,NA,3,NA,3,4,5,4,3,3,3,4,3,4,1
"2320",1,NA,1,NA,2,NA,3,2,2,2,5,1,5,2,2,1,NA
"2321",0,NA,NA,NA,2,2,2,2,3,2,3,2,3,1,2,1,NA
"2322",0,NA,NA,NA,1,4,3,1,1,1,7,1,7,1,7,1,NA
"2323",1,1,NA,NA,3,NA,3,7,6,6,1,7,1,5,7,1,NA
"2324",0,NA,NA,NA,2,2,2,1,4,2,4,1,6,1,2,3,2
"2325",0,NA,NA,NA,4,4,4,2,3,3,6,2,5,3,3,2,NA
"2326",0,NA,NA,NA,1,1,4,2,4,2,4,4,6,1,1,2,NA
"2327",1,NA,1,NA,1,NA,4,4,5,4,4,4,3,4,5,3,1
"2328",1,1,NA,NA,4,NA,4,3,3,3,4,3,6,3,3,4,3
"2329",0,NA,NA,NA,2,2,3,2,4,2,4,3,4,2,2,2,NA
"2330",0,NA,NA,NA,3,3,4,3,3,3,6,3,5,5,4,1,NA
"2331",1,NA,1,NA,1,NA,4,4,5,4,3,5,3,4,5,3,1
"2332",0,NA,NA,NA,4,4,3,1,1,1,7,1,7,1,1,3,2
"2333",1,NA,NA,1,3,NA,4,2,2,1,6,2,6,1,1,3,2
"2334",1,NA,1,NA,3,NA,3,2,3,3,5,3,3,1,3,1,NA
